,Code,Lat,Long,Feb
0,CA001012710,48.0,-123.0,-0.9
1,CA001012710,48.0,-123.0,0.41
2,CA001014820,49.0,-124.0,0.15
3,CA001014820,49.0,-124.0,0.97
4,CA001015630,49.0,-124.0,0.16
5,CA001015630,49.0,-124.0,1.31
6,CA001017099,49.0,-123.0,0.65
7,CA001017099,49.0,-123.0,1.62
8,CA001017101,49.0,-123.0,0.31
9,CA001017101,49.0,-123.0,1.25
10,CA001017254,48.0,-124.0,-1.21
11,CA001017254,48.0,-124.0,-0.16
12,CA001018598,48.0,-123.0,0.37
13,CA001018598,48.0,-123.0,0.95
14,CA001018611,48.0,-123.0,0.42
15,CA001018611,48.0,-123.0,1.01
16,CA001018621,49.0,-123.0,0.16
17,CA001018621,49.0,-123.0,1.09
18,CA001020590,49.0,-124.0,-0.32
19,CA001020590,49.0,-124.0,0.8
20,CA001020590,49.0,-124.0,1.63
21,CA001021261,50.0,-125.0,-3.26
22,CA001021830,50.0,-125.0,-0.93
23,CA001021830,50.0,-125.0,1.02
24,CA001021830,50.0,-125.0,1.33
25,CA001021988,50.0,-125.0,-0.52
26,CA001022689,49.0,-124.0,0.5
27,CA001022689,49.0,-124.0,1.25
28,CA001022795,50.0,-126.0,-1.8
29,CA001022795,50.0,-126.0,0.28
30,CA001026271,51.0,-127.0,-1.01
31,CA001026271,51.0,-127.0,0.64
32,CA001026562,49.0,-124.0,-0.71
33,CA001026562,49.0,-124.0,0.14
34,CA001030230,49.0,-125.0,-2.93
35,CA001032731,49.0,-127.0,-7.0
36,CA001032731,49.0,-127.0,-0.24
37,CA001035940,49.0,-125.0,-0.59
38,CA001036B06,49.0,-125.0,-0.75
39,CA001036B06,49.0,-125.0,0.42
40,CA001037090,51.0,-129.0,-1.04
41,CA001037090,51.0,-129.0,0.28
42,CA001037553,50.0,-128.0,-1.53
43,CA001037553,50.0,-128.0,0.02
44,CA001038332,49.0,-126.0,-3.16
45,CA001043152,49.0,-124.0,-0.72
46,CA0010459NN,49.0,-123.0,1.31
47,CA0010459NN,49.0,-123.0,1.64
48,CA001046332,50.0,-123.0,1.98
49,CA001046332,50.0,-123.0,4.34
50,CA001046392,50.0,-124.0,1.26
51,CA001046392,50.0,-124.0,1.27
52,CA001047172,49.0,-124.0,-0.61
53,CA001047172,49.0,-124.0,0.48
54,CA0010476F0,50.0,-123.0,-1.9
55,CA0010476F0,50.0,-123.0,0.42
56,CA001054222,53.0,-133.0,0.54
57,CA001054222,53.0,-133.0,2.02
58,CA001054500,54.0,-133.0,-4.62
59,CA001057052,53.0,-132.0,0.65
60,CA001057052,53.0,-132.0,0.86
61,CA001060815,52.0,-128.0,-2.18
62,CA001060815,52.0,-128.0,0.72
63,CA001060902,54.0,-131.0,-0.68
64,CA001060R0K,54.0,-131.0,0.33
65,CA001060R0K,54.0,-131.0,1.27
66,CA001061458,52.0,-127.0,-0.63
67,CA001061458,52.0,-127.0,1.03
68,CA001062251,53.0,-132.0,-2.36
69,CA001062251,53.0,-132.0,-0.06
70,CA001063303,55.0,-131.0,0.96
71,CA001063303,55.0,-131.0,1.01
72,CA001063461,51.0,-128.0,-1.18
73,CA001063461,51.0,-128.0,0.61
74,CA001063496,54.0,-130.0,-1.13
75,CA001063496,54.0,-130.0,0.95
76,CA001064020,54.0,-128.0,-2.3
77,CA001066482,54.0,-130.0,-1.22
78,CA001066482,54.0,-130.0,0.52
79,CA001068130,54.0,-129.0,0.68
80,CA001068130,54.0,-129.0,1.72
81,CA001077499,55.0,-127.0,-2.11
82,CA001077499,55.0,-127.0,0.78
83,CA001085836,54.0,-126.0,-2.83
84,CA001085836,54.0,-126.0,-0.33
85,CA001086082,50.0,-123.0,1.16
86,CA001086082,50.0,-123.0,1.29
87,CA001086558,52.0,-124.0,-2.32
88,CA001086558,52.0,-124.0,0.74
89,CA001088015,52.0,-124.0,-1.11
90,CA001088015,52.0,-124.0,0.72
91,CA001091174,54.0,-126.0,-2.97
92,CA001091174,54.0,-126.0,0.1
93,CA001092975,54.0,-124.0,-3.94
94,CA001092975,54.0,-124.0,0.72
95,CA001096453,54.0,-123.0,-3.05
96,CA001096453,54.0,-123.0,0.4
97,CA001096631,53.0,-123.0,-0.7
98,CA001096631,53.0,-123.0,1.15
99,CA001098941,52.0,-122.0,-2.35
100,CA001098941,52.0,-122.0,0.02
101,CA001100031,49.0,-122.0,-0.66
102,CA001100031,49.0,-122.0,0.3
103,CA001100119,49.0,-122.0,-0.9
104,CA001100119,49.0,-122.0,0.41
105,CA001100875,50.0,-123.0,1.47
106,CA001100875,50.0,-123.0,1.49
107,CA001101300,50.0,-123.0,2.74
108,CA001101300,50.0,-123.0,3.26
109,CA001102415,49.0,-123.0,0.49
110,CA001102415,49.0,-123.0,1.06
111,CA001102425,49.0,-123.0,2.56
112,CA001106178,49.0,-123.0,-0.91
113,CA001106178,49.0,-123.0,0.33
114,CA001108395,49.0,-123.0,0.53
115,CA001108395,49.0,-123.0,0.97
116,CA001108446,49.0,-123.0,-1.36
117,CA001108446,49.0,-123.0,-0.65
118,CA001108446,49.0,-123.0,0.26
119,CA001108824,49.0,-123.0,0.52
120,CA001108824,49.0,-123.0,0.99
121,CA001108910,49.0,-123.0,0.44
122,CA001108910,49.0,-123.0,0.92
123,CA001113542,49.0,-122.0,-1.09
124,CA001113542,49.0,-122.0,0.28
125,CA001114619,51.0,-122.0,-0.94
126,CA001114619,51.0,-122.0,-0.22
127,CA001114746,50.0,-122.0,-0.82
128,CA001114746,50.0,-122.0,-0.05
129,CA001123939,50.0,-119.0,-4.57
130,CA001123939,50.0,-119.0,-0.26
131,CA001123996,50.0,-119.0,-4.44
132,CA001123996,50.0,-119.0,1.18
133,CA001125073,50.0,-121.0,0.53
134,CA001125073,50.0,-121.0,1.58
135,CA001125852,49.0,-119.0,-1.51
136,CA001125852,49.0,-119.0,-0.26
137,CA001126146,49.0,-120.0,-1.49
138,CA001126146,49.0,-120.0,1.84
139,CA001128582,50.0,-119.0,2.15
140,CA001128582,50.0,-119.0,3.07
141,CA00112FN0M,49.0,-121.0,-1.56
142,CA00112FN0M,49.0,-121.0,-0.11
143,CA00112G8L1,50.0,-120.0,0.99
144,CA00112G8L1,50.0,-120.0,1.98
145,CA001142574,50.0,-117.0,-2.46
146,CA001145297,50.0,-118.0,0.81
147,CA001145297,50.0,-118.0,1.25
148,CA001145460,50.0,-117.0,-4.55
149,CA001145M29,49.0,-117.0,1.25
150,CA001145M29,49.0,-117.0,1.32
151,CA001148705,49.0,-118.0,1.67
152,CA001148705,49.0,-118.0,1.73
153,CA00114B1F0,49.0,-117.0,0.66
154,CA00114B1F0,49.0,-117.0,0.86
155,CA001152105,50.0,-116.0,-2.77
156,CA001152105,50.0,-116.0,-0.17
157,CA001152850,49.0,-115.0,-1.54
158,CA001157631,50.0,-115.0,-0.74
159,CA001157631,50.0,-115.0,0.74
160,CA001160515,51.0,-121.0,-1.24
161,CA001160515,51.0,-121.0,1.42
162,CA001160899,52.0,-119.0,-2.66
163,CA001160H99,52.0,-119.0,1.91
164,CA001160H99,52.0,-119.0,2.09
165,CA001161662,51.0,-122.0,-2.73
166,CA001161662,51.0,-122.0,0.51
167,CA001161663,51.0,-122.0,-1.76
168,CA001161663,51.0,-122.0,-0.03
169,CA001163842,51.0,-120.0,-1.53
170,CA001163842,51.0,-120.0,2.82
171,CA001168520,52.0,-120.0,-3.3
172,CA00116FRMN,51.0,-119.0,-1.22
173,CA00116FRMN,51.0,-119.0,2.13
174,CA001173210,51.0,-117.0,-5.72
175,CA001175122,52.0,-119.0,-5.8
176,CA001176745,51.0,-118.0,1.6
177,CA001176745,51.0,-118.0,1.92
178,CA001182289,56.0,-120.0,-1.92
179,CA001182289,56.0,-120.0,0.77
180,CA001183001,56.0,-121.0,-1.08
181,CA001183001,56.0,-121.0,1.06
182,CA001184791,55.0,-123.0,-1.71
183,CA001184791,55.0,-123.0,0.55
184,CA001192946,59.0,-123.0,-3.42
185,CA001192946,59.0,-123.0,-0.14
186,CA00119BLM0,58.0,-130.0,-1.17
187,CA00119BLM0,58.0,-130.0,-0.16
188,CA002100301,62.0,-136.0,-2.35
189,CA002100301,62.0,-136.0,-0.03
190,CA002100518,62.0,-133.0,1.56
191,CA002100518,62.0,-133.0,1.57
192,CA002100693,63.0,-130.0,1.56
193,CA002100693,63.0,-130.0,2.44
194,CA002100935,67.0,-136.0,0.4
195,CA002100935,67.0,-136.0,5.22
196,CA002100LRP,64.0,-139.0,-0.08
197,CA002100LRP,64.0,-139.0,4.0
198,CA002101102,60.0,-133.0,-0.71
199,CA002101102,60.0,-133.0,-0.16
200,CA002101204,60.0,-129.0,-2.34
201,CA002101204,60.0,-129.0,0.43
202,CA002101310,61.0,-135.0,-1.21
203,CA002101310,61.0,-135.0,0.02
204,CA0022010H0,61.0,-124.0,2.04
205,CA0022010H0,61.0,-124.0,2.69
206,CA002201579,60.0,-123.0,-2.92
207,CA002201579,60.0,-123.0,0.17
208,CA002202101,62.0,-121.0,-2.17
209,CA002202101,62.0,-121.0,-0.02
210,CA002202200,60.0,-112.0,-3.87
211,CA002202200,60.0,-112.0,1.2
212,CA002202202,60.0,-112.0,-4.28
213,CA002202202,60.0,-112.0,1.86
214,CA002202400,61.0,-116.0,-3.25
215,CA002202400,61.0,-116.0,0.46
216,CA002202560,62.0,-114.0,-3.19
217,CA002202560,62.0,-114.0,0.06
218,CA002202578,68.0,-134.0,0.2
219,CA002202578,68.0,-134.0,2.26
220,CA002202801,65.0,-127.0,-1.63
221,CA002202801,65.0,-127.0,-0.1
222,CA002202810,65.0,-127.0,-1.34
223,CA002202810,65.0,-127.0,-0.09
224,CA002203058,69.0,-124.0,0.61
225,CA002203058,69.0,-124.0,5.61
226,CA002204100,62.0,-114.0,-3.58
227,CA002204100,62.0,-114.0,-0.01
228,CA002204300,61.0,-124.0,0.58
229,CA002204300,61.0,-124.0,3.24
230,CA00220N003,61.0,-123.0,-1.47
231,CA00220N003,61.0,-123.0,0.15
232,CA00220N005,69.0,-134.0,0.54
233,CA00220N005,69.0,-134.0,3.62
234,CA002301102,61.0,-101.0,0.11
235,CA002301102,61.0,-101.0,1.1
236,CA002302340,69.0,-96.0,-0.0
237,CA002302340,69.0,-96.0,1.28
238,CA002402332,71.0,-100.0,0.95
239,CA002402332,71.0,-100.0,15.66
240,CA002403854,70.0,-94.0,0.66
241,CA002403854,70.0,-94.0,5.82
242,CA003010010,54.0,-113.0,-1.22
243,CA003010010,54.0,-113.0,-0.41
244,CA003010060,53.0,-111.0,-1.95
245,CA003010060,53.0,-111.0,-0.48
246,CA003010162,52.0,-112.0,-3.1
247,CA003010162,52.0,-112.0,-0.37
248,CA003010237,54.0,-112.0,-1.47
249,CA003010237,54.0,-112.0,-0.47
250,CA003010540,53.0,-114.0,-0.67
251,CA003010540,53.0,-114.0,-0.09
252,CA003010650,53.0,-111.0,-2.01
253,CA003010650,53.0,-111.0,-1.07
254,CA003010730,52.0,-110.0,-0.62
255,CA003010730,52.0,-110.0,0.06
256,CA003010816,53.0,-114.0,-0.87
257,CA003010816,53.0,-114.0,0.61
258,CA003010979,54.0,-114.0,-1.06
259,CA003010979,54.0,-114.0,-0.08
260,CA003010992,52.0,-111.0,-2.56
261,CA003010992,52.0,-111.0,-0.41
262,CA003011240,53.0,-113.0,-5.22
263,CA003011240,53.0,-113.0,-1.37
264,CA003011240,53.0,-113.0,-0.81
265,CA003011663,52.0,-115.0,0.7
266,CA003011663,52.0,-115.0,0.84
267,CA003011815,52.0,-111.0,-3.12
268,CA003011815,52.0,-111.0,-0.56
269,CA003011887,52.0,-111.0,-2.65
270,CA003011887,52.0,-111.0,-0.46
271,CA003011892,53.0,-114.0,-2.24
272,CA003011892,53.0,-114.0,-0.19
273,CA003011953,53.0,-114.0,-0.61
274,CA003012050,52.0,-113.0,-2.51
275,CA003012050,52.0,-113.0,-0.43
276,CA003012073,54.0,-111.0,-2.13
277,CA003012073,54.0,-111.0,-0.53
278,CA003012192,53.0,-110.0,-2.9
279,CA003012192,53.0,-110.0,-0.63
280,CA003012205,53.0,-114.0,-0.86
281,CA003012205,53.0,-114.0,-0.3
282,CA003012206,53.0,-114.0,-1.36
283,CA003012206,53.0,-114.0,-0.48
284,CA003012209,54.0,-114.0,-1.07
285,CA003012209,54.0,-114.0,-0.12
286,CA003012212,54.0,-113.0,-1.18
287,CA003012212,54.0,-113.0,-0.04
288,CA003012229,54.0,-114.0,-0.62
289,CA003012229,54.0,-114.0,0.62
290,CA00301222F,54.0,-114.0,-4.53
291,CA003012275,54.0,-113.0,-1.42
292,CA003012275,54.0,-113.0,-0.54
293,CA003012282,53.0,-116.0,1.12
294,CA003012282,53.0,-116.0,4.21
295,CA003012515,53.0,-111.0,-4.09
296,CA003012590,53.0,-113.0,-1.81
297,CA003012590,53.0,-113.0,-0.73
298,CA003012635,52.0,-112.0,-2.25
299,CA003012635,52.0,-112.0,-0.64
300,CA003012653,53.0,-112.0,-1.71
301,CA003012653,53.0,-112.0,-0.64
302,CA003012790,53.0,-111.0,-2.02
303,CA003012790,53.0,-111.0,-0.45
304,CA003012810,53.0,-112.0,-1.04
305,CA003012810,53.0,-112.0,-0.62
306,CA003012818,54.0,-115.0,-0.71
307,CA003012818,54.0,-115.0,0.5
308,CA003012871,52.0,-111.0,-2.63
309,CA003012871,52.0,-111.0,-0.49
310,CA003012999,52.0,-112.0,-2.72
311,CA003012999,52.0,-112.0,-0.39
312,CA003013140,52.0,-111.0,-3.17
313,CA003013140,52.0,-111.0,-0.46
314,CA003013340,53.0,-112.0,-0.69
315,CA003013340,53.0,-112.0,-0.61
316,CA003013362,53.0,-111.0,-2.5
317,CA003013362,53.0,-111.0,-0.54
318,CA003013640,53.0,-112.0,-1.2
319,CA003013640,53.0,-112.0,-0.7
320,CA003013644,52.0,-111.0,-1.63
321,CA003013644,52.0,-111.0,-0.42
322,CA003013647,53.0,-112.0,-1.81
323,CA003013647,53.0,-112.0,-0.39
324,CA003013660,53.0,-110.0,-2.18
325,CA003013660,53.0,-110.0,-0.53
326,CA003013790,54.0,-113.0,-1.16
327,CA003013790,54.0,-113.0,-0.29
328,CA003013921,54.0,-111.0,-2.0
329,CA003013921,54.0,-111.0,-0.6
330,CA003013959,53.0,-110.0,-2.69
331,CA003013959,53.0,-110.0,-0.51
332,CA003014154,53.0,-113.0,-2.32
333,CA003014154,53.0,-113.0,0.15
334,CA003014195,53.0,-111.0,-2.0
335,CA003014195,53.0,-111.0,-0.01
336,CA003014665,54.0,-112.0,-1.64
337,CA003014665,54.0,-112.0,-0.39
338,CA003014690,54.0,-111.0,-1.93
339,CA003014690,54.0,-111.0,-0.4
340,CA003014795,53.0,-113.0,-0.54
341,CA003014795,53.0,-113.0,-0.43
342,CA003014921,54.0,-113.0,-1.56
343,CA003014921,54.0,-113.0,-0.23
344,CA003015346,54.0,-113.0,-0.22
345,CA003015346,54.0,-113.0,1.1
346,CA003015401,53.0,-112.0,-3.0
347,CA003015401,53.0,-112.0,-0.67
348,CA003015480,53.0,-110.0,-2.57
349,CA003015480,53.0,-110.0,-0.65
350,CA003015501,53.0,-110.0,-2.69
351,CA003015501,53.0,-110.0,-0.64
352,CA003015523,52.0,-115.0,-0.17
353,CA003015523,52.0,-115.0,-0.04
354,CA003015600,53.0,-112.0,-2.78
355,CA003015600,53.0,-112.0,-0.66
356,CA003015673,54.0,-111.0,-2.25
357,CA003015673,54.0,-111.0,0.05
358,CA003015676,54.0,-111.0,-2.15
359,CA003015676,54.0,-111.0,-0.53
360,CA003015797,52.0,-111.0,-3.46
361,CA003015797,52.0,-111.0,-0.1
362,CA003015900,53.0,-113.0,-0.38
363,CA003015900,53.0,-113.0,1.08
364,CA003016022,54.0,-113.0,-1.03
365,CA003016022,54.0,-113.0,-0.1
366,CA003016070,52.0,-112.0,-2.27
367,CA003016070,52.0,-112.0,-0.45
368,CA003016124,52.0,-113.0,-2.49
369,CA003016124,52.0,-113.0,-0.39
370,CA003016441,53.0,-114.0,-1.38
371,CA003016441,53.0,-114.0,0.01
372,CA003016505,53.0,-115.0,-1.45
373,CA003016505,53.0,-115.0,-0.42
374,CA003016593,54.0,-110.0,-2.82
375,CA003016593,54.0,-110.0,-0.5
376,CA003016655,54.0,-112.0,-2.66
377,CA003016655,54.0,-112.0,-0.45
378,CA003016802,53.0,-111.0,-2.39
379,CA003016802,53.0,-111.0,-0.41
380,CA003016841,53.0,-112.0,-2.52
381,CA003016841,53.0,-112.0,-0.53
382,CA003016852,54.0,-112.0,-2.35
383,CA003016852,54.0,-112.0,-0.01
384,CA003016860,53.0,-115.0,0.48
385,CA003016860,53.0,-115.0,1.46
386,CA003016GF0,54.0,-112.0,-2.35
387,CA003016GF0,54.0,-112.0,-0.55
388,CA003017282,53.0,-113.0,-1.96
389,CA003017282,53.0,-113.0,-0.62
390,CA003017705,51.0,-111.0,-2.94
391,CA003017705,51.0,-111.0,0.07
392,CA00301A001,54.0,-114.0,-0.84
393,CA00301A001,54.0,-114.0,0.05
394,CA00301B460,52.0,-110.0,-2.41
395,CA00301B460,52.0,-110.0,-0.22
396,CA00301S001,53.0,-111.0,-2.48
397,CA00301S001,53.0,-111.0,-0.46
398,CA003020035,51.0,-110.0,-2.07
399,CA003020035,51.0,-110.0,0.45
400,CA003020405,51.0,-111.0,-3.36
401,CA003020405,51.0,-111.0,0.03
402,CA003020610,51.0,-113.0,-2.96
403,CA003020610,51.0,-113.0,-0.3
404,CA003020679,52.0,-113.0,-2.19
405,CA003020679,52.0,-113.0,-0.37
406,CA003020950,51.0,-111.0,-3.67
407,CA003020950,51.0,-111.0,-0.13
408,CA003021000,51.0,-111.0,-2.17
409,CA003021000,51.0,-111.0,1.18
410,CA003021463,51.0,-111.0,-3.14
411,CA003021463,51.0,-111.0,-0.7
412,CA003021667,52.0,-115.0,1.54
413,CA003021667,52.0,-115.0,1.63
414,CA003021912,52.0,-112.0,-1.57
415,CA003021912,52.0,-112.0,0.02
416,CA003022078,52.0,-114.0,0.16
417,CA003022078,52.0,-114.0,1.07
418,CA0030221LG,51.0,-113.0,-2.97
419,CA0030221LG,51.0,-113.0,-0.74
420,CA003022990,51.0,-112.0,-2.4
421,CA003022990,51.0,-112.0,-0.47
422,CA003023200,52.0,-114.0,-2.42
423,CA003023200,52.0,-114.0,-0.79
424,CA003023402,51.0,-113.0,-2.48
425,CA003023402,51.0,-113.0,-0.62
426,CA003023513,52.0,-115.0,0.07
427,CA003023513,52.0,-115.0,0.75
428,CA003023722,52.0,-114.0,-2.84
429,CA003023722,52.0,-114.0,-0.71
430,CA003023740,53.0,-114.0,-3.19
431,CA003023740,53.0,-114.0,-0.68
432,CA003023850,52.0,-114.0,-1.73
433,CA003023850,52.0,-114.0,-0.74
434,CA003024668,52.0,-113.0,-2.38
435,CA003024668,52.0,-113.0,0.05
436,CA003024925,52.0,-114.0,-1.59
437,CA003024925,52.0,-114.0,-0.62
438,CA003024965,51.0,-110.0,-3.1
439,CA003024965,51.0,-110.0,-0.12
440,CA003025013,51.0,-112.0,-2.86
441,CA003025013,51.0,-112.0,0.21
442,CA003025243,51.0,-112.0,-3.41
443,CA003025243,51.0,-112.0,-0.81
444,CA003025297,52.0,-114.0,-2.23
445,CA003025297,52.0,-114.0,-0.88
446,CA003025480,52.0,-114.0,-2.37
447,CA003025480,52.0,-114.0,-0.44
448,CA003025750,54.0,-114.0,-1.5
449,CA003025750,54.0,-114.0,-0.23
450,CA003025768,50.0,-110.0,-2.19
451,CA003025768,50.0,-110.0,0.12
452,CA003025890,51.0,-112.0,-2.6
453,CA003025890,51.0,-112.0,-0.65
454,CA003026479,52.0,-113.0,-2.38
455,CA003026479,52.0,-113.0,-0.18
456,CA003026KNQ,52.0,-115.0,-1.14
457,CA003026KNQ,52.0,-115.0,-0.23
458,CA003027582,52.0,-114.0,-1.89
459,CA003027582,52.0,-114.0,-0.27
460,CA003030450,51.0,-114.0,-1.49
461,CA003030450,51.0,-114.0,0.52
462,CA003030525,50.0,-112.0,-1.68
463,CA003030525,50.0,-112.0,0.8
464,CA003030529,50.0,-113.0,-1.68
465,CA003030529,50.0,-113.0,1.13
466,CA003030540,51.0,-112.0,-3.02
467,CA003030540,51.0,-112.0,-0.4
468,CA003030555,49.0,-114.0,1.46
469,CA003030555,49.0,-114.0,1.88
470,CA003030680,51.0,-114.0,-2.59
471,CA003030680,51.0,-114.0,0.61
472,CA003030690,51.0,-114.0,-1.68
473,CA003030690,51.0,-114.0,0.69
474,CA003030720,50.0,-113.0,-1.06
475,CA003030720,50.0,-113.0,1.85
476,CA003030768,50.0,-111.0,-1.1
477,CA003030768,50.0,-111.0,0.91
478,CA003030772,50.0,-111.0,1.79
479,CA003030772,50.0,-111.0,2.02
480,CA003030830,50.0,-114.0,-1.79
481,CA003030830,50.0,-114.0,0.41
482,CA003030879,50.0,-110.0,-1.56
483,CA003030879,50.0,-110.0,0.76
484,CA003030QLP,51.0,-112.0,-3.36
485,CA003030QLP,51.0,-112.0,-0.31
486,CA003031094,51.0,-114.0,-0.74
487,CA003031094,51.0,-114.0,1.25
488,CA003031322,49.0,-113.0,0.77
489,CA003031322,49.0,-113.0,1.83
490,CA003031402,49.0,-113.0,-1.27
491,CA003031402,49.0,-113.0,0.18
492,CA003031480,50.0,-113.0,-2.2
493,CA003031480,50.0,-113.0,0.68
494,CA003031640,50.0,-114.0,-1.35
495,CA003031640,50.0,-114.0,0.64
496,CA003031875,51.0,-114.0,-1.07
497,CA003031875,51.0,-114.0,0.72
498,CA003032422,50.0,-112.0,-0.75
499,CA003032422,50.0,-112.0,1.48
500,CA003032450,50.0,-111.0,0.57
501,CA003032450,50.0,-111.0,0.96
502,CA003032550,50.0,-112.0,-0.73
503,CA003032550,50.0,-112.0,1.19
504,CA003032642,49.0,-111.0,-1.36
505,CA003032642,49.0,-111.0,0.61
506,CA003032683,50.0,-113.0,-0.68
507,CA003032683,50.0,-113.0,0.35
508,CA003032801,51.0,-113.0,-2.16
509,CA003032801,51.0,-113.0,-0.21
510,CA003032818,49.0,-114.0,-0.63
511,CA003032818,49.0,-114.0,2.73
512,CA003032927,50.0,-112.0,-0.91
513,CA003032927,50.0,-112.0,0.91
514,CA003033498,50.0,-113.0,-1.07
515,CA003033498,50.0,-113.0,1.29
516,CA003033505,51.0,-114.0,-2.28
517,CA003033505,51.0,-114.0,1.32
518,CA003033550,50.0,-110.0,-1.61
519,CA003033550,50.0,-110.0,0.29
520,CA003033620,51.0,-114.0,-1.94
521,CA003033620,51.0,-114.0,0.23
522,CA003033770,51.0,-112.0,-2.29
523,CA003033770,51.0,-112.0,0.41
524,CA003033782,49.0,-114.0,1.21
525,CA003033782,49.0,-114.0,1.91
526,CA003033875,50.0,-113.0,-1.37
527,CA003033875,50.0,-113.0,1.0
528,CA003033890,50.0,-113.0,1.28
529,CA003033890,50.0,-113.0,1.93
530,CA003033897,50.0,-113.0,-0.7
531,CA003033897,50.0,-113.0,1.95
